MDA-MB-231 cells - No treatment [Sample 1]	MDA-MB-231 cells - only 5-ALA [Sample 2]	MDA-MB-231 cells - FECH siRNA + 5-ALA [Sample 3]	MDA-MB-231 cells - Allstar siRNA + 5-ALA [Sample 4]	MDA-MB-231 cells - No treatment [Sample 5]	MDA-MB-231 cells - only 5-ALA [Sample 6]	MDA-MB-231 cells - FECH siRNA + 5-ALA [Sample 7]	MDA-MB-231 cells - Allstar siRNA + 5-ALA [Sample 8]	MDA-MB-231 cells - No treatment [Sample 9]	MDA-MB-231 cells - only 5-ALA [Sample 10]	MDA-MB-231 cells - FECH siRNA + 5-ALA [Sample 11]	MDA-MB-231 cells - Allstar siRNA + 5-ALA [Sample 12]	
7982663	949.1368	1016.5864	857.9219	878.9281	937.8033	953.8267	839.7048	853.9055	941.4998	984.2087	804.7955	942.6402
7982688	225.2027	187.661	170.2449	244.3482	216.1756	230.2078	199.2009	227.8482	242.9039	224.7876	185.7861	250.3881
7982703	289.239	267.6645	318.4248	360.2528	285.5116	282.6308	341.1048	316.3886	314.475	300.5863	331.5468	336.5129
7982712	829.5542	719.3651	1145.1503	773.929	758.0256	722.8837	1146.5566	742.7031	854.2158	881.5132	1091.5984	791.644
7982723	456.394	443.0822	418.2535	466.4263	432.2794	454.4803	396.74	405.4464	432.5029	473.8471	388.9023	400.9308
7982738	203.8339	208.3683	215.2156	225.9515	217.3604	217.4173	246.8515	213.068	281.2352	217.1607	246.4755	209.8715
7982745	422.4019	440.7457	426.8257	442.8787	448.0392	416.6798	491.0458	459.6079	470.4594	406.5461	478.9827	464.8424
7982751	33.067	33.4285	40.4294	37.0356	34.4828	37.0624	38.2712	33.5801	31.8569	44.1557	40.8203	35.2064
7982753	249.827	196.5696	198.1223	212.6128	199.3644	238.9982	196.0852	207.4764	249.73	254.6556	220.2876	235.7887
7982757	846.8325	830.9504	854.6364	753.6397	853.3878	833.9079	862.1567	716.6758	832.2201	844.4973	832.2357	757.4735
7982792	408.9654	381.1908	577.3231	496.6396	401.7795	364.0573	600.4532	404.1115	362.6995	426.9672	567.8201	489.1723
7982805	243.4661	244.0711	244.8332	271.6366	247.6374	255.9535	244.6767	275.489	236.721	249.4868	251.9427	285.7813
7982810	143.8021	144.7819	159.1198	146.626	155.6307	136.4932	147.7562	152.6145	140.9817	137.1888	137.622	143.8284
7982812	313.2471	327.6574	367.2056	360.3094	347.3148	345.0678	395.2856	355.6481	408.4229	346.1917	409.0319	364.6348
7982829	1180.5265	1009.5125	767.2773	1530.61	1154.9037	1258.8588	757.8941	1532.5186	1138.0037	1136.4717	676.0961	1448.3052
7982845	294.2786	266.5805	343.4133	311.924	287.7244	296.4181	364.3618	283.3673	339.7047	294.6083	397.5407	299.1412
7982854	112.1773	116.8009	108.5739	112.745	126.4698	123.7198	121.5104	120.7529	105.5702	114.7398	98.3942	144.8121
7982868	1412.8596	1293.6549	1152.6	1241.2347	1383.3589	1570.6654	1321.5819	1194.1393	317.1955	1498.7421	1369.0375	1284.0294
7982876	163.6876	177.7346	172.6371	171.4144	188.1681	169.9484	174.1606	178.8274	179.4533	175.3711	137.376	177.3289
7982878	4558.3447	4436.17	4192.501	4809.19	4617.558	4667.3154	4491.6753	5134.6934	4732.1753	4746.8003	4315.2295	5026.5005
7982889	2473.3506	2362.0828	2793.726	2508.032	2510.4382	2531.6204	2748.309	2623.0935	2606.6714	2590.9539	2707.9429	2606.5996
7982904	694.4794	669.0482	700.4147	701.2042	737.1564	763.5154	762.2446	630.3308	796.3579	827.1082	941.9783	682.9401
7982927	183.5787	163.8062	164.9727	161.3723	186.8313	171.0824	184.4159	170.1054	186.6348	146.4105	176.8554	182.2279
7982935	993.7682	961.2493	1298.217	1022.8218	752.0382	849.5506	962.9523	880.7897	1134.1055	1073.3617	961.2961	904.6939
7982938	397.398	340.902	524.6166	387.361	393.7557	371.2476	489.7667	325.3299	385.8289	416.2708	463.0483	404.485
7982955	24.181	24.6678	24.4928	23.0598	23.5239	29.2032	26.4597	24.6308	25.8476	28.4801	24.5161	23.4916
7982957	475.9789	505.7115	538.5391	486.1931	491.919	525.8718	574.3757	446.1216	528.8807	549.3878	615.6008	432.3226
7982985	309.3385	311.4543	349.1719	303.563	302.2877	306.237	342.3666	287.5481	286.0994	301.0116	319.4914	303.8593
7983021	144.636	148.1711	149.9188	162.994	146.5843	156.2278	148.2499	177.6769	156.2038	156.2623	150.6934	161.631
7983051	72.5955	78.8348	67.9582	79.431	75.6871	71.7697	76.4288	79.0539	78.7237	78.0456	78.0164	77.2387
7983054	134.2219	131.8222	108.6296	152.2285	131.0825	135.5598	120.9448	158.5865	122.0883	121.5943	110.5657	128.8971
7983111	1068.3794	1082.5225	422.518	1222.5981	1088.2866	1122.4283	468.8823	1111.0288	1021.9829	1132.2091	394.3027	1295.1262
7983123	380.455	370.8871	273.3348	380.1482	384.2186	429.557	335.5628	407.8567	420.7852	507.4071	314.3759	446.8282
7983132	181.8106	196.2453	203.7617	201.3804	183.4833	182.5216	177.3876	184.0193	185.1298	192.6794	180.5116	164.8111
7983143	146.6801	162.9139	166.1553	165.2642	162.4712	159.6598	176.5035	188.9414	142.8465	141.573	167.8242	141.1758
7983145	250.4227	244.1802	257.1251	267.0914	240.6843	265.9612	278.436	243.0891	235.7894	244.3299	282.3453	260.8145
7983157	726.9523	812.1824	695.4229	783.9454	657.6694	691.1053	691.8546	748.3705	528.7987	675.4977	649.8739	770.7028
7983173	395.4446	359.0574	281.0743	414.1123	405.9106	399.7666	317.0438	413.3086	386.3211	473.4221	306.4857	396.3265
7983189	23.8053	24.2768	25.0049	24.0659	27.1754	27.3231	27.3273	23.5929	25.7448	25.5155	28.6207	32.048
7983191	294.6195	256.7565	377.579	335.1117	259.9404	255.8868	354.3202	308.1328	202.5026	277.3739	338.4082	300.0107
7983206	808.6509	809.4525	657.4527	727.8472	800.2576	777.2872	692.0198	745.7498	1027.5488	948.4777	743.8319	779.2595
7983228	84.489	86.4731	78.819	83.2966	96.54	85.2458	77.4957	94.6672	89.4526	90.6034	99.6608	90.8312
7983239	72.9196	74.236	75.9852	74.8261	80.6375	78.0664	77.7622	83.7798	76.618	74.4616	83.6405	94.9172
7983252	85.2945	84.4013	89.6484	85.0964	88.0867	94.8306	84.554	89.5772	81.5639	88.9776	89.3099	84.3475
7983254	33.7128	34.2307	33.7151	33.612	34.7052	33.6422	34.602	33.2579	32.8192	33.4571	34.3707	35.4953
7983256	72.3938	72.1385	75.2397	73.761	79.1074	76.9379	76.4613	83.4829	76.1199	73.3916	82.7636	94.3108
7983270	27.6391	27.4065	29.5021	28.3954	30.5652	28.7709	29.451	32.4411	29.4445	29.6686	29.8154	29.3714
7983272	33.7868	34.2339	33.7615	33.6879	34.6938	33.5821	34.743	33.2757	32.7799	33.5604	34.4086	35.5186
7983274	3280.1768	3377.1602	1893.8319	3351.578	3301.654	3299.4697	1742.4987	3379.2627	3324.7925	3352.7314	1905.9238	3394.3613
7983290	354.8144	386.9995	389.7594	366.9944	380.1455	362.2602	405.8608	406.4708	400.0943	383.3548	443.4638	420.7643
7983298	215.0343	186.9051	188.7425	219.151	190.1312	212.7257	200.4547	176.586	192.3366	239.5498	194.3504	211.1724
7983306	1352.6465	1404.8494	1427.8334	1191.5457	1402.5286	1385.0231	1519.6942	1244.1061	1171.6318	1266.7577	1232.0878	1281.7675
7983321	1434.4658	1436.1603	1501.7571	1715.532	1466.2987	1538.3712	1536.1196	1634.6249	1519.9269	1440.6415	1513.6926	1623.4609
7983335	1623.7362	1641.4324	1924.0906	1500.7782	1663.095	1662.0044	1825.113	1612.6232	1417.6843	1665.8192	1591.4515	1436.332
7983350	533.7016	543.2928	265.9518	456.1172	491.4046	509.6115	291.8364	458.4707	511.2172	605.3474	264.2872	553.8699
7983360	3621.5242	4083.0286	3675.7712	4191.7363	3285.7053	3322.8179	3076.7732	3689.1887	3260.7805	3242.5593	2804.9495	3527.7307
7983365	60.3073	58.221	59.9296	57.4331	59.133	55.6488	61.038	62.7849	60.3981	61.7821	60.1584	57.1172
7983377	23.9195	22.835	22.5842	24.8034	22.7117	24.3382	23.2479	22.9256	23.4491	22.7983	23.4113	23.2165
7983379	156.4977	164.1506	145.9383	153.6104	136.7217	131.8545	165.7605	165.424	164.611	130.5449	152.7824	151.5772
7983381	25.6858	27.1263	27.7632	28.7859	27.1875	27.5394	28.5819	25.9981	28.268	27.2133	26.925	26.4843
7983391	26.5121	25.8993	25.5128	26.6618	25.6581	26.6314	26.1158	26.0389	26.0839	25.7201	24.5255	26.4036
7983393	529.5715	479.5885	610.4223	454.4478	443.8338	471.2866	594.6553	366.5246	526.7614	527.3932	599.4959	453.0256
7983405	85.8946	89.3353	88.2392	86.5818	94.1576	87.5815	89.3448	81.4969	99.9935	81.4203	93.7635	90.3928
7983413	79.4508	81.7737	76.8323	82.2826	86.7349	81.8125	76.4664	86.5917	73.7568	77.2911	85.7823	82.8461
7983447	57.4358	55.0458	56.2932	57.0082	59.0495	56.1424	56.7278	58.1444	61.5458	53.1127	58.6257	66.527
7983469	127.5337	125.3875	129.0927	115.0528	102.394	127.9097	143.7377	120.7505	141.5747	123.7803	133.9742	119.6928
7983478	837.0819	795.4892	373.5313	899.9003	759.1384	747.3942	352.058	808.4937	930.4258	837.9214	352.0043	908.4345
7983490	147.1361	142.6602	135.0676	143.4909	128.406	143.3163	148.7845	142.8855	127.9044	144.7513	162.6258	139.2931
7983500	33.8304	37.729	30.3379	38.0548	40.5379	39.9417	38.3348	35.9533	42.8575	39.9177	34.6077	40.5054
7983502	694.2413	602.3378	282.9998	567.0207	670.8383	689.0765	291.8657	536.9071	811.3287	840.1373	333.2897	621.0132
7983512	491.3292	492.9173	414.6901	491.9649	481.1765	477.5069	444.5225	453.4678	492.2961	586.8852	423.4733	556.3664
7983523	32.3108	30.1222	29.3609	29.5538	31.6956	32.6618	30.1222	33.5856	32.5836	31.5665	34.4084	32.8732
7983525	29.875	29.2863	29.9276	29.0344	29.6364	28.8974	30.5819	31.7145	29.5236	28.8778	29.6876	31.2869
7983527	78.2922	69.4003	69.714	65.6823	72.7421	67.7737	65.7413	76.0586	70.985	77.5788	66.1958	73.7842
7983553	57.3721	54.0169	57.6895	59.104	54.8276	61.8467	69.8277	64.2079	62.107	65.0246	61.4218	64.4094
7983564	43.9369	46.5398	45.2757	46.6249	48.4902	44.7041	53.3433	53.341	52.3438	48.6304	54.427	49.1755
7983594	403.1309	350.2748	357.7936	315.4641	354.0996	348.1277	329.857	266.0417	363.4316	350.5033	302.9631	305.1034
7983606	862.7319	817.8323	864.0948	797.3872	804.1164	767.8158	763.1157	767.5043	750.749	803.9241	797.2932	748.754
7983614	32.6043	31.9566	32.3014	33.8083	30.8758	28.1187	33.2479	30.2281	26.8086	34.3019	35.0501	30.65
7983616	308.5179	307.7512	352.2369	270.1924	262.4637	306.7616	358.0784	282.8119	281.3274	308.1847	376.572	264.2966
7983630	40.3675	40.7996	41.4597	38.3047	40.2546	43.4938	38.1549	46.1269	41.4344	39.6595	40.4824	41.6155
7983638	110.5204	89.1527	91.3653	88.9362	90.84	94.6635	83.6305	93.5006	98.4325	130.759	79.8752	102.944
7983648	87.4291	89.7554	74.5875	88.834	92.5009	86.6032	69.1975	103.5066	84.412	80.1991	89.6297	98.2933
7983650	235.7515	193.0342	148.6153	184.6297	200.6498	252.1794	141.3319	150.974	172.8578	218.503	100.384	136.1289
7983661	46.4497	34.1585	42.7486	38.0156	35.003	32.6231	36.1304	45.7587	37.0235	47.9841	33.0988	32.9976
7983663	765.9034	765.562	809.2427	710.0236	709.5457	739.2899	780.9318	684.026	599.4616	783.3116	753.3964	645.3468
7983677	84.4339	81.9151	78.1722	67.7248	76.9358	69.7713	65.0692	83.1107	77.1546	77.3767	74.0139	87.0866
7983679	277.3969	253.6568	253.7894	265.7824	224.2919	222.3473	240.4733	208.9213	229.1218	274.424	233.747	233.1333
7983704	61.3125	66.9598	54.3665	63.8637	62.5192	58.8157	57.5304	61.8375	61.8211	60.4463	51.1419	57.5744
7983718	29.3857	28.5344	30.9757	30.775	30.1081	32.2442	32.1998	31.2925	33.6037	31.1168	33.4346	31.7147
7983734	151.5611	144.7927	289.996	159.0812	176.2861	191.1625	296.1744	157.3339	217.3526	220.7489	323.4853	189.7207
7983744	1242.7502	1221.2056	959.3766	1203.5376	1174.798	1157.7817	966.4636	1184.704	1270.2227	1268.3694	902.0255	1276.1046
7983761	94.5911	104.8613	98.1413	93.2741	87.6914	89.4107	100.1138	120.0183	92.8499	89.3823	89.8546	91.2309
7983763	844.414	870.0532	1287.2203	834.1144	888.6945	839.3559	1425.3456	748.785	888.8976	935.554	1348.2456	809.561
7983771	77.3558	70.2804	61.5196	80.5712	66.7544	72.993	74.8644	63.8072	91.1381	79.4316	69.1843	77.7139
7983773	216.8419	224.5251	221.3914	191.8163	193.0601	197.7659	207.095	220.8125	281.1784	274.0038	235.1202	220.1683
7983775	28.2883	34.2921	26.3426	30.2922	28.6205	27.3532	29.6627	33.7499	33.7955	31.1021	36.0964	33.8546
7983777	28.7821	29.5083	29.0064	29.6644	28.0283	27.9662	28.4179	30.956	29.3006	31.1722	29.2804	28.2139
7983779	40.8928	45.5656	37.3023	39.7115	41.4647	41.3763	43.2996	39.1593	36.1479	42.4068	42.2172	43.8309
7983811	747.3251	687.7728	665.0745	727.0167	632.2758	658.8021	633.0747	636.2232	634.8901	662.3134	520.0945	639.5477
7983826	103.9612	105.3041	104.8953	108.0268	110.1894	104.233	117.4033	112.5432	99.7746	104.3161	113.0668	124.2716
7983828	112.4195	94.0704	79.4086	103.5233	99.9304	99.6351	87.414	100.7918	91.9616	110.481	80.8098	98.7302
7983841	28.6091	28.3223	29.8379	30.7904	30.2482	29.5289	27.4862	29.9957	31.0609	30.5683	30.8975	30.1079
7983843	2283.524	2151.974	2214.7117	2210.8433	2501.471	2443.6152	2402.6382	2284.1716	2322.0947	2475.2698	2462.42	2415.093
7983867	90.7652	92.0304	76.4877	98.8308	93.4362	88.4314	90.3817	98.3667	102.8419	90.4068	83.3905	95.6627
7983890	131.4511	104.9331	163.8157	150.845	121.612	108.7447	147.3338	145.8968	108.6356	134.2617	170.571	162.8199
7983910	47.568	51.0129	50.2367	49.2702	48.4691	49.4565	49.6207	55.3497	50.8911	48.9471	50.0016	55.9479
7983922	23.3418	23.0798	24.3677	23.1053	23.3418	23.8656	25.2354	23.1004	23.6414	25.2469	23.4865	23.0704
7983924	22.6698	21.9402	22.8837	22.7123	22.6508	22.6098	23.3516	22.4756	22.2997	23.3919	22.8458	22.241
7983926	23.2728	23.747	23.7559	24.2002	23.7675	24.1637	23.8891	23.3325	23.3828	25.0284	23.4477	23.5788
7983928	35.0311	32.7636	36.2171	37.3532	37.2767	38.1578	37.2511	34.2797	37.1758	37.306	33.8043	36.5042
7983938	307.0354	311.6782	250.4148	330.9681	333.333	325.1783	269.1226	339.2672	333.9812	312.7139	299.3877	340.8929
7983940	261.9907	250.5919	227.7734	168.7624	246.4746	263.6875	239.072	176.0502	225.1906	287.2505	223.7502	176.539
7983951	400.0854	406.2979	386.9816	329.8572	398.7479	326.996	343.0564	407.4303	322.6286	270.9251	250.4282	323.5116
7983953	497.5513	470.4732	392.5779	477.5358	470.6289	554.1065	435.9248	448.2151	537.995	577.4474	498.2824	580.073
7983969	1451.1987	1280.7529	1667.6382	1382.1736	1452.5892	1357.2942	1681.994	1481.8821	1477.0721	1519.9825	1538.8705	1555.023
7983979	119.69	142.6065	116.18	108.8783	121.07	123.6387	131.5409	119.3815	145.1801	124.019	116.5773	136.5526
7983985	71.3144	75.3936	66.7441	67.0214	70.0534	70.0977	73.0321	68.1231	70.004	64.6849	66.6858	66.8959
7983987	245.9932	251.969	237.2189	264.3124	223.2468	239.2029	196.2031	242.5261	236.105	211.2766	240.9981	262.7353
7983989	28.2285	28.382	28.1027	27.7902	30.8494	27.8286	32.5843	30.8711	30.2206	31.2038	25.8764	27.9614
7983991	77.7603	81.087	80.7106	79.4868	80.8026	87.0125	81.9923	81.0162	79.322	91.9571	84.1689	92.3583
7984001	107.2024	110.5978	116.7979	100.1114	106.1755	108.9671	95.5775	92.9492	99.7551	120.2704	159.1082	179.0054
7984008	76.8801	79.659	83.5588	68.5506	100.3205	85.8481	65.7809	80.6774	79.4186	66.0978	55.354	74.6113
7984011	196.5927	173.973	167.859	192.7818	197.8254	204.8794	178.3311	206.4905	205.2534	184.2927	209.9539	215.9751
7984014	121.8765	103.6852	111.3815	116.8058	116.2984	114.6181	131.7162	117.0344	126.1065	115.8742	112.3814	122.7035
7984016	185.095	194.9094	185.8212	194.0091	202.2919	175.1939	175.9579	183.0489	208.8195	173.8739	214.0942	192.9991
7984019	202.561	187.8028	251.4374	198.7854	203.564	206.8756	245.103	175.3474	188.6418	200.5674	246.6632	180.1463
7984077	24.1497	23.6201	24.0892	24.3362	23.5019	24.2675	23.9857	23.7732	23.9991	24.4085	24.1571	23.2032
7984079	1437.0768	1410.837	1386.8115	1652.4344	1313.702	1395.1399	1450.6998	1677.0895	1412.8873	1286.5474	1317.3195	1441.1897
7984103	1080.843	1096.1721	927.0953	1176.0825	1023.4443	1070.3019	870.3174	1067.9246	1173.6136	1182.3771	992.3531	1164.3131
7984112	1125.7422	1164.9927	858.5237	1360.3113	1263.083	1305.5688	882.3117	1286.9564	1214.0337	1164.5796	834.1815	1304.473
7984124	274.723	227.6517	176.5165	280.9955	237.8338	215.6784	136.8167	249.3173	193.5024	210.5829	118.4662	217.5838
7984132	1542.1215	1490.4917	1264.9673	1524.8988	1584.5204	1636.8584	1404.6124	1553.5942	1656.3951	1659.7319	1406.1426	1575.4855
7984152	108.7249	123.5886	98.3128	109.5004	104.7072	121.2569	107.4875	99.095	117.0639	100.9976	105.8157	114.7118
7984155	426.3914	447.9472	418.1969	476.9949	421.5482	441.7388	395.7592	438.7121	436.2731	463.9212	415.5988	417.4388
7984174	136.3487	133.4508	129.5985	140.9922	137.4522	137.5235	119.5131	138.0972	145.0272	128.3005	130.0049	156.3084
7984188	40.6867	45.6385	39.8237	43.4172	43.5943	39.0072	41.1848	44.0034	41.9638	39.3892	45.8046	40.6243
7984190	391.7442	398.4614	391.151	455.9814	365.7578	369.3403	343.1184	387.276	334.4705	430.5349	352.5091	361.0364
7984203	642.5519	683.9995	746.0051	791.9337	690.9197	763.6454	734.3511	758.1771	748.0946	730.6166	755.5028	787.4989
7984213	32.3431	36.7988	35.8288	37.6757	35.379	35.1879	34.322	46.1033	36.9344	34.5538	36.282	34.5461
7984215	24.3287	25.7392	24.4199	25.0379	24.7293	24.9865	24.5997	25.4811	26.0508	25.3689	24.2808	25.5373
7984217	303.2309	290.5488	309.7673	311.609	315.1499	296.4555	344.0695	337.1481	283.5132	299.6532	363.1203	346.1626
7984227	175.7738	206.9486	166.7527	191.6257	191.7282	184.9543	163.553	194.4141	207.3613	187.2769	180.4606	193.9819
7984245	311.4593	304.3234	407.3426	299.0316	323.1704	326.231	416.432	336.2876	233.1874	312.7194	350.9589	312.1535
7984253	205.1988	217.9888	216.1465	209.6223	213.6728	211.3841	202.1116	229.8293	235.4413	217.6861	213.9706	211.4165
7984255	24.0183	24.287	25.1895	22.9347	23.2198	24.9429	24.039	23.4868	24.7251	23.3372	24.0606	23.7977
7984257	98.4462	155.7535	91.6193	90.401	92.1759	101.3353	94.879	78.6766	78.6857	68.2262	93.2787	75.5476
7984259	61.2344	63.5479	48.9657	59.1999	52.3607	77.0444	59.6428	68.2849	67.4414	64.7078	70.8092	65.725
7984261	32.6572	30.5607	32.2777	31.775	30.7748	29.9191	32.5801	28.8058	30.7315	30.6754	33.3019	31.1722
7984263	2724.6934	2607.8328	1123.4718	2305.941	2627.7627	2534.196	943.085	2172.606	2573.4358	2429.1597	983.5573	2120.354
7984276	196.7688	190.5066	227.1625	267.6312	221.5655	220.5065	249.2578	235.6968	173.1247	197.348	233.3764	233.6726
7984289	2211.6167	2295.4988	2196.6404	2193.9536	2103.2417	2089.3965	2117.3723	2184.3218	2406.7231	2127.3306	1799.5549	2140.947
7984298	397.0734	413.5301	456.4158	374.652	351.8398	428.445	491.5646	354.9663	416.6812	458.3245	484.5471	400.8529
7984317	24.9833	27.1485	25.62	32.5607	26.0315	27.895	28.0337	27.2068	26.3273	25.1747	26.173	25.1497
7984319	1162.0685	1157.6255	1197.0009	1061.9047	1118.0597	1154.355	1101.6691	1009.3837	1453.1924	1352.8647	1307.2886	1224.4796
7984330	1209.559	1134.4485	1027.9414	1108.6398	1048.7932	1005.9703	1026.3494	925.7189	1115.9381	1240.7748	940.4365	1187.3723
7984353	258.07	227.4399	262.8629	283.7283	246.6405	248.802	257.1227	290.673	254.7363	241.6752	253.4513	281.0349
7984364	3462.8262	3876.6626	4038.381	3679.0945	3894.1812	3886.3572	4330.8374	3812.6506	3420.9692	3841.0837	4155.9893	3762.5066
7984380	90.5901	95.1362	86.2575	97.3378	95.8079	98.0254	96.0508	94.5186	95.4977	97.9994	90.8875	94.383
7984405	226.116	227.12	268.327	226.7048	227.5387	249.2562	318.6036	242.3829	291.4026	271.9301	301.7996	205.7102
7984408	259.5075	317.9444	227.2688	261.5693	261.7809	294.2414	251.0117	289.15	301.7573	298.778	213.9226	237.7473
7984436	219.9824	215.3906	236.5754	197.11	260.2306	210.8675	223.8028	226.0884	246.9501	194.5869	198.2359	234.7599
7984453	3085.711	3192.9458	2927.9648	2919.8953	3352.0388	3299.941	3191.6104	3131.8965	3743.9265	3227.6743	3213.904	3053.3167
7984470	1232.4279	1180.7698	755.4788	1174.5912	1191.203	1253.7255	807.9412	1070.7188	1008.2759	1238.5948	856.7996	1217.2089
7984475	198.9427	159.8838	258.6226	175.1736	202.6425	210.8042	278.8824	127.8323	215.9637	242.7457	242.4404	204.0986
7984488	77.9423	75.8849	80.3126	78.2914	78.6929	80.2323	80.023	85.7847	81.2786	78.1808	81.9119	86.8366
7984511	65.1473	64.9207	60.2299	57.8854	65.0382	59.0358	59.877	64.3048	61.1815	61.6433	61.641	62.4905
7984517	1255.4097	1205.3822	1380.8268	938.3867	1033.564	1066.6611	1228.1871	804.2643	1252.1041	1074.54	1261.1481	844.1972
7984524	581.8095	533.3725	486.8721	638.6712	498.0638	531.2642	499.0258	520.7151	537.6545	517.7677	451.3308	521.4108
7984538	128.0437	109.285	114.6006	117.2373	132.5583	114.3892	101.4999	140.3807	120.306	122.6588	110.8293	122.2726
7984540	2599.431	2694.4316	1611.3634	2654.087	2274.9126	2384.1929	1500.6241	2281.1494	2203.9248	2560.825	1414.4089	2447.6016
7984562	3140.9766	2850.729	3740.4436	3405.165	3362.8354	3004.8916	4336.2173	3363.4417	4215.1094	4144.806	5123.1816	5033.6035
7984567	36.0172	39.2167	40.744	35.0528	43.2077	42.4249	43.3014	49.9224	40.5617	36.6265	42.4144	42.7006
7984569	574.9807	635.2425	601.3494	535.273	467.8366	481.6358	581.3362	470.9828	405.7237	508.0436	556.0504	418.4334
7984588	787.5953	772.7631	513.6709	730.185	836.6396	897.1945	612.0934	733.6985	862.0884	879.4559	617.5473	741.1196
7984606	122.9428	125.9086	117.2312	116.2736	126.8924	125.3028	119.5529	125.1095	128.9854	115.3891	119.1147	124.1717
7984620	348.8321	374.2494	326.449	416.6962	284.8568	281.1132	413.8313	396.0407	367.8251	325.6433	275.0548	345.3239
7984622	24.2046	24.2763	23.1398	24.5775	24.6899	23.4139	22.9095	22.5723	23.4006	23.7731	24.053	24.1243
7984624	53.6719	60.3754	53.322	51.5777	57.5645	57.2522	49.3721	60.0666	51.4942	54.2203	61.1098	61.3409
7984626	417.2171	398.649	349.5448	411.6221	422.975	421.6818	401.4146	439.343	260.0973	445.0165	404.9722	405.5043
7984631	82.1636	72.1876	66.1757	83.9557	61.2434	55.077	51.9479	65.9221	75.7229	70.752	75.0489	70.0742
7984635	41.2816	40.8695	41.495	37.8435	41.0194	40.6847	39.0745	40.3692	37.6726	37.0594	42.6486	36.2127
7984641	2105.2874	2220.6687	1728.7964	1708.5718	2071.227	2159.183	1695.4507	1744.8752	2182.3374	2375.5095	1778.7512	1814.8005
7984660	1016.5784	915.0383	992.1776	931.3729	1012.3332	961.4055	1022.4226	1099.5948	1259.581	1046.177	1034.8772	1190.9055
7984662	100.1756	103.2843	106.2152	98.1805	114.2694	111.1544	109.0431	116.3219	115.1919	113.2424	105.3558	107.0411
7984684	68.073	70.3116	71.9127	70.9947	76.1546	68.5402	74.5765	74.6969	78.0839	75.206	74.5729	84.2211
7984686	142.9252	133.0039	151.9115	148.4318	134.0074	146.6639	152.4559	132.666	128.2327	158.2306	156.5394	154.8221
7984704	110.0499	103.6206	107.3668	105.1273	111.0259	119.7727	116.5605	98.3012	115.748	105.5849	129.4551	111.1299
7984736	42.8351	46.6907	43.4094	42.7383	47.4046	45.9644	44.4568	48.8508	46.5121	43.327	49.3354	48.2548
7984743	1008.642	817.994	1583.0964	1098.242	1005.0958	955.0531	1500.9589	963.2615	1027.9977	1024.9838	1574.0729	1046.8187
7984759	100.1767	93.7035	87.1808	96.7289	90.5511	100.4638	101.5712	97.3223	101.4747	92.5965	94.3567	95.5229
7984771	695.9445	600.1033	692.7491	678.5893	795.7912	762.3867	737.2307	659.4356	758.3582	732.7006	684.9677	659.5491
7984779	540.2125	552.4362	519.2701	591.9283	687.7856	566.5823	549.0382	589.0679	702.3724	597.1501	539.5695	544.864
7984799	187.3576	191.5463	170.2309	165.7782	194.3536	174.1615	170.8699	212.0661	198.6355	155.8271	183.1577	190.1076
